,ref,file,ref_parsed,year,identifier
8050,"Pagel, H., Ranke, K., Hempel, F., & Köhler, J. (2014). The use of the concept ‘Global South’ in Social Science & Humanities. Humboldt University of Berlin.",import2017/64,"Pagel, H., Ranke, K., Hempel, F., & Köhler, J. (2014)",2014.0,"Pagel, H., Ranke, K., Hempel, F., & Köhler, J. (2014). The use of the concept ‘Global South’ in Social Science & Humanities"
8051,"Pal, J., Viswanathan, A., & Song, J. H. (2016). Smartphone adoption drivers and challenges in urban living: Cases from Seoul and Bangalore. In Proceedings of the 8th Indian Conference on Human Computer Interaction (pp. 24-34). ACM.",import2017/64,"Pal, J., Viswanathan, A., & Song, J. H. (2016)",2016.0,"Pal, J., Viswanathan, A., & Song, J. H. (2016). Smartphone adoption drivers and challenges in urban living: Cases from Seoul and Bangalore"
8052,"Pal, J., Viswanathan, A., Chandra, P., Nazareth, A., Kameshwaran, V., Subramonyam, H., Johri, A., Ackerman, M., O’Modhrain, S. (2017) Agency in assistive technology adoption: Visual impairment and smartphone use in Bangalore. In Proceedings of the SIGCHI 2017 (Forthcoming). ACM.",import2017/64,"Pal, J., Viswanathan, A., Chandra, P., Nazareth, A., Kameshwaran, V., Subramonyam, H., Johri, A., Ackerman, M., O’Modhrain, S. (2017)",2017.0,"Pal, J., Viswanathan, A., Chandra, P., Nazareth, A., Kameshwaran, V., Subramonyam, H., Johri, A., Ackerman, M., O’Modhrain, S. (2017) Agency in assistive technology adoption: Visual impairment and smartphone use in Bangalore"
8053,"Rodrigues, A., Montague, K., Nicolau, H., & Guerreiro, T. (2015). Getting smartphones to TalkBack: understanding the smartphone adoption process of blind users. Proceedings of ACM SIGACCESS, pp.23-32.",import2017/64,"Rodrigues, A., Montague, K., Nicolau, H., & Guerreiro, T. (2015)",2015.0,"Rodrigues, A., Montague, K., Nicolau, H., & Guerreiro, T. (2015). Getting smartphones to TalkBack: understanding the smartphone adoption process of blind users"
8054,"Junco, R., Heiberger, G., & Loken, E. (2011). The effect of Twitter on college student engagement and grades. Journal of computer assisted learning, 27(2), 119-132.",import2017/90,"Junco, R., Heiberger, G., & Loken, E. (2011)",2011.0,"Junco, R., Heiberger, G., & Loken, E. (2011). The effect of Twitter on college student engagement and grades"
8055,"Kreijns, K., Kirschner, P. A., & Jochems, W. (2003). Identifying the pitfalls for social interaction in computersupported collaborative learning environments: a review of the research. Computers in human behavior, 19(3), 335-353.",import2017/90,"Kreijns, K., Kirschner, P. A., & Jochems, W. (2003)",2003.0,"Kreijns, K., Kirschner, P. A., & Jochems, W. (2003). Identifying the pitfalls for social interaction in computersupported collaborative learning environments: a review of the research"
8056,"Papert, S. (1980). Mindstorm. Basic Book, New York.",import2017/90,"Papert, S. (1980)",1980.0,"Papert, S. (1980). Mindstorm"
8057,"Stahl, G., Koschmann, T., & Suthers, D. (2006). Computer-supported collaborative learning: An historical perspective. In R. K. Sawyer (Ed.), Cambridge handbook of the learning sciences (pp. 409-426). Cambridge, UK: Cambridge University.",import2017/90,"Stahl, G., Koschmann, T., & Suthers, D. (2006)",2006.0,"Stahl, G., Koschmann, T., & Suthers, D. (2006). Computer-supported collaborative learning: An historical perspective"
8058,"Wise, L. Z., Skues, J., & Williams, B. (2011). Facebook in higher education promotes social but not academic engagement. Changing demands, changing directions. Proceedings ascilite Hobart, 1332-1342.",import2017/90,"Wise, L. Z., Skues, J., & Williams, B. (2011)",2011.0,"Wise, L. Z., Skues, J., & Williams, B. (2011). Facebook in higher education promotes social but not academic engagement"
8059,"Adamson, D., Dyke, G., Jang, H., & Rose, C. P. (2014). Toward an agile approach to adapting dynamic collaboration support to student needs. International Journal of Artificial Intelligence and Education, 24, 92-124.",import2017/46,"Adamson, D., Dyke, G., Jang, H., & Rose, C. P. (2014)",2014.0,"Adamson, D., Dyke, G., Jang, H., & Rose, C. P. (2014). Toward an agile approach to adapting dynamic collaboration support to student needs"
8060,"Anaya, A. R., & Boticario, J. g. (2011). Application of machine learning techniques to analyze student interactions and improve the collaboration process. Expert Systems with Applications, 38, 1171-1181.",import2017/46,"Anaya, A. R., & Boticario, J. g. (2011)",2011.0,"Anaya, A. R., & Boticario, J. g. (2011). Application of machine learning techniques to analyze student interactions and improve the collaboration process"
8061,"Bachour, K., Kaplan, F., & Dillenbourg, P. (2010). An interactive table for supporting participation balance in face-to-face collaborative learning. IEEE Transactions on Learning Technologies, 3, 203-213.",import2017/46,"Bachour, K., Kaplan, F., & Dillenbourg, P. (2010)",2010.0,"Bachour, K., Kaplan, F., & Dillenbourg, P. (2010). An interactive table for supporting participation balance in face-to-face collaborative learning"
8062,"Bravo, C., Redondo, M. A., Verdejo, M. F., & Ortega, M. (2008). A framework for process-solution analysis in collaborative learning environments. international Journal of Human-Computer Studies, 66, 812-832.",import2017/46,"Bravo, C., Redondo, M. A., Verdejo, M. F., & Ortega, M. (2008)",2008.0,"Bravo, C., Redondo, M. A., Verdejo, M. F., & Ortega, M. (2008). A framework for process-solution analysis in collaborative learning environments"
8063,"Cheema, S., VanLehn, K., Burkhart, H., Pead, D., & Schoenfeld, A. H. (2016). Electronic posters to support formative assessment. Paper presented at the CHI'16: Extended Abstracts.",import2017/46,"Cheema, S., VanLehn, K., Burkhart, H., Pead, D., & Schoenfeld, A. H. (2016)",2016.0,"Cheema, S., VanLehn, K., Burkhart, H., Pead, D., & Schoenfeld, A. H. (2016). Electronic posters to support formative assessment"
8064,"Chi, M. T. (1997). Quantifying qualitative analyses of verbal data: A practical guide. The journal of the learning sciences, 6(3), 271-315.",import2017/46,"Chi, M. T. (1997)",1997.0,"Chi, M. T. (1997). Quantifying qualitative analyses of verbal data: A practical guide"
8065,"Chounta, I.-A., & Avouris, N. (2012). Time series analysis of collaborative activities. In V. Herskovic, U. Hoppe, M. Jansen, & J. Ziegler (Eds.), Collaboration and Technology, vol. 7493 (pp. 145-152). Berlin: Springer.",import2017/46,"Chounta, I.-A., & Avouris, N. (2012)",2012.0,"Chounta, I.-A., & Avouris, N. (2012). Time series analysis of collaborative activities"
8066,"Chounta, I.-A., & Avouris, N. (2014). It's all about time: Towards the real-time evaluation of collaborative activities IEEE 14th International Conference on Advanced Learning Technologies (pp. 383-285): IEEE.",import2017/46,"Chounta, I.-A., & Avouris, N. (2014)",2014.0,"Chounta, I.-A., & Avouris, N. (2014). It's all about time: Towards the real-time evaluation of collaborative activities IEEE 14th International Conference on Advanced Learning Technologies (pp"
8067,"de los Angeles Constantino-Gonzalez, M., Suthers, D. D., & de los Santos, J. G. E. (2003). Coaching web-based collaborative learning based on problem solution differences and participation. International Journal of Artificial Intelligence in Education, 13(2), 263-299.",import2017/46,"de los Angeles Constantino-Gonzalez, M., Suthers, D. D., & de los Santos, J. G. E. (2003)",2003.0,"de los Angeles Constantino-Gonzalez, M., Suthers, D. D., & de los Santos, J. G. E. (2003). Coaching web-based collaborative learning based on problem solution differences and participation"
8068,"DiMicco, J. M., Pandolfo, A., & Bender, W. (2004). Influencing group participation with a shared display. Paper presented at the Computer Supported Collaborative Work, Chicago, IL.",import2017/46,"DiMicco, J. M., Pandolfo, A., & Bender, W. (2004)",2004.0,"DiMicco, J. M., Pandolfo, A., & Bender, W. (2004). Influencing group participation with a shared display"
8069,"Diziol, D., & Rummel, N. (2010). How to design support for collaborative e-learning: A framework of relevant dimensions. In B. Ertl (Ed.), E-collaborative knowledge construction: Learning from computersupported and virtual environments (pp. 162-179). Hershey, PA: IGI Global.",import2017/46,"Diziol, D., & Rummel, N. (2010)",2010.0,"Diziol, D., & Rummel, N. (2010). How to design support for collaborative e-learning: A framework of relevant dimensions"
8070,"Dragon, T., Floryan, M., Woolf, B. P., & Murray, T. (2010). Recognizing dialogue content in student collaborative conversation. Paper presented at the Intelligent Tutoring Systems, Berlin.",import2017/46,"Dragon, T., Floryan, M., Woolf, B. P., & Murray, T. (2010)",2010.0,"Dragon, T., Floryan, M., Woolf, B. P., & Murray, T. (2010). Recognizing dialogue content in student collaborative conversation"
8071,"Eyben, F., W, M., #246, llmer, Bj, #246, & Schuller, r. (2010). Opensmile: the munich versatile and fast opensource audio feature extractor. Paper presented at the Proceedings of the international conference on Multimedia, Firenze, Italy.",import2017/46,,,"Eyben, F"
8072,"Gweon, G., Agarawal, P., Raj, B., & Rose, C. P. (2011). The automatic assessment of knowledge integration processes in project teams. Paper presented at the Computer Supported Collaborative Learning.",import2017/46,"Gweon, G., Agarawal, P., Raj, B., & Rose, C. P. (2011)",2011.0,"Gweon, G., Agarawal, P., Raj, B., & Rose, C. P. (2011). The automatic assessment of knowledge integration processes in project teams"
8073,"Gweon, G., Jain, M., McDonogh, J., Raj, B., & Rose, C. P. (2012). Predicting idea co-construction in speech data using insights from sociolinguistics Proceedings of the International Conference of the Learning Sciences. International Society of the Learning Sciences: Sydney, Australia.",import2017/46,"Gweon, G., Jain, M., McDonogh, J., Raj, B., & Rose, C. P. (2012)",2012.0,"Gweon, G., Jain, M., McDonogh, J., Raj, B., & Rose, C. P. (2012). Predicting idea co-construction in speech data using insights from sociolinguistics Proceedings of the International Conference of the Learning Sciences"
8074,"Gweon, G., Jain, M., McDonough, J., Raj, B., & Rose, C. P. (2013). Measuring prevalence of other-oriented transactive contributions using an automated measure of speech style accommodation. International Journal of Computer-Supported Collaborative Learning, 8(2), 245-265.",import2017/46,"Gweon, G., Jain, M., McDonough, J., Raj, B., & Rose, C. P. (2013)",2013.0,"Gweon, G., Jain, M., McDonough, J., Raj, B., & Rose, C. P. (2013). Measuring prevalence of other-oriented transactive contributions using an automated measure of speech style accommodation"
8075,"Magnisalis, I., Demetriadis, S., & Karakostas, A. (2011). Adaptive and intelligent systems for collaborative and learning support: A review of the field. IEEE Transactions on Learning Technologies, 4(1), 5-20.",import2017/46,"Magnisalis, I., Demetriadis, S., & Karakostas, A. (2011)",2011.0,"Magnisalis, I., Demetriadis, S., & Karakostas, A. (2011). Adaptive and intelligent systems for collaborative and learning support: A review of the field"
8076,"Martinez-Maldonado, R., Dimitriadis, Y., Martinez-Mones, A., Kay, J., & Yacef, K. (2013). Capturing and analyzing verbal and physical collaborative learning interactions at an enriched interactive tabletop. Computer-Supported Collaborative Learning, 8, 455-485.",import2017/46,"Martinez-Maldonado, R., Dimitriadis, Y., Martinez-Mones, A., Kay, J., & Yacef, K. (2013)",2013.0,"Martinez-Maldonado, R., Dimitriadis, Y., Martinez-Mones, A., Kay, J., & Yacef, K. (2013). Capturing and analyzing verbal and physical collaborative learning interactions at an enriched interactive tabletop"
8077,"Martinez-Maldonado, R., Kay, J., & Yacef, K. (2013a). An automatic approach for mining patterns of collaboration around an interactive tabletop. In K. Yacef (Ed.), Artificial Intelligence in Education, AIED 2013 (pp. 101-110). Berlin: Springer-Verlag.",import2017/46,"Martinez-Maldonado, R., Kay, J., & Yacef, K. (2013a)",2013.0,"Martinez-Maldonado, R., Kay, J., & Yacef, K. (2013a). An automatic approach for mining patterns of collaboration around an interactive tabletop"
8078,"Martinez-Maldonado, R., Kay, J., & Yacef, K. (2013b). An automatic approach for mining patterns of collaboration around an interactive tabletop Artificial Intelligence in Education (pp. 101-110).",import2017/46,"Martinez-Maldonado, R., Kay, J., & Yacef, K. (2013b)",2013.0,"Martinez-Maldonado, R., Kay, J., & Yacef, K. (2013b). An automatic approach for mining patterns of collaboration around an interactive tabletop Artificial Intelligence in Education (pp"
8079,"Martinez-Maldonado, R., Wallace, J., Kay, J., & Yacef, K. (2011). Modelling and identifying collaborative situations in a collocated multi-display groupware setting Proceedings of the International Conference on Artificial Intelligence in Education (pp. 196-204). Berline: Springer.",import2017/46,"Martinez-Maldonado, R., Wallace, J., Kay, J., & Yacef, K. (2011)",2011.0,"Martinez-Maldonado, R., Wallace, J., Kay, J., & Yacef, K. (2011). Modelling and identifying collaborative situations in a collocated multi-display groupware setting Proceedings of the International Conference on Artificial Intelligence in Education (pp"
8080,"Martinez-Maldonado, R., Yacef, K., & Kay, J. (2013). Data mining in the classroom: Discovering groups' strategies at a multi-tableop environment. Paper presented at the Educational Data Mining.",import2017/46,"Martinez-Maldonado, R., Yacef, K., & Kay, J. (2013)",2013.0,"Martinez-Maldonado, R., Yacef, K., & Kay, J. (2013). Data mining in the classroom: Discovering groups' strategies at a multi-tableop environment"
8081,"Martinez-Maldonado, R., Yacef, K., & Kay, J. (2015). TSCL: A conceptual model to inform understanding of collaborative learning processes at interactive tabletops. international Journal of Human-Computer Studies, 83, 62-82.",import2017/46,"Martinez-Maldonado, R., Yacef, K., & Kay, J. (2015)",2015.0,"Martinez-Maldonado, R., Yacef, K., & Kay, J. (2015). TSCL: A conceptual model to inform understanding of collaborative learning processes at interactive tabletops"
8082,"Martinez, R., Kay, J., Wallace, J., & Yacef, K. (2011). Modelling Symmetry of Activity as an Indicator of Collocated Group Collaboration. In J. Konstan, R. Conejo, J. Marzo, & N. Oliver (Eds.), User Modeling, Adaption and Personalization (Vol. 6787, pp. 207-218): Springer Berlin Heidelberg.",import2017/46,"Martinez, R., Kay, J., Wallace, J., & Yacef, K. (2011)",2011.0,"Martinez, R., Kay, J., Wallace, J., & Yacef, K. (2011). Modelling Symmetry of Activity as an Indicator of Collocated Group Collaboration"
